Claim ID: 1 	|| Coords.: 151,671 	|| Size: 11x15
Claim ID: 1262 	|| Coords.: 188,653 	|| Size: 19x10
Claim ID: 1263 	|| Coords.: 507,78 	|| Size: 19x26
Claim ID: 1264 	|| Coords.: 754,238 	|| Size: 16x26
Claim ID: 1265 	|| Coords.: 467,735 	|| Size: 13x11
Claim ID: 1266 	|| Coords.: 75,890 	|| Size: 13x13
Claim ID: 1267 	|| Coords.: 653,601 	|| Size: 21x12
Claim ID: 1268 	|| Coords.: 165,143 	|| Size: 19x16
Claim ID: 1269 	|| Coords.: 16,880 	|| Size: 14x22
Claim ID: 1270 	|| Coords.: 733,499 	|| Size: 21x25
Claim ID: 1271 	|| Coords.: 825,232 	|| Size: 12x28
Claim ID: 1272 	|| Coords.: 106,297 	|| Size: 20x10
Claim ID: 1273 	|| Coords.: 956,674 	|| Size: 24x13
Claim ID: 1274 	|| Coords.: 686,171 	|| Size: 4x10
Claim ID: 1275 	|| Coords.: 764,447 	|| Size: 21x19
Claim ID: 1276 	|| Coords.: 417,878 	|| Size: 23x21
Claim ID: 1277 	|| Coords.: 645,428 	|| Size: 12x23
Claim ID: 1278 	|| Coords.: 386,868 	|| Size: 27x21
Claim ID: 1279 	|| Coords.: 533,203 	|| Size: 16x24
Claim ID: 1280 	|| Coords.: 726,728 	|| Size: 13x12
Claim ID: 1281 	|| Coords.: 35,488 	|| Size: 25x15
Claim ID: 1282 	|| Coords.: 948,830 	|| Size: 15x21
Claim ID: 1283 	|| Coords.: 25,868 	|| Size: 29x27
Claim ID: 1284 	|| Coords.: 309,401 	|| Size: 23x25
Claim ID: 1285 	|| Coords.: 725,559 	|| Size: 11x28
Claim ID: 1286 	|| Coords.: 352,885 	|| Size: 16x19
Claim ID: 1287 	|| Coords.: 70,283 	|| Size: 10x29
Claim ID: 1288 	|| Coords.: 688,790 	|| Size: 21x24
Claim ID: 1289 	|| Coords.: 733,364 	|| Size: 13x10
Claim ID: 1290 	|| Coords.: 576,54 	|| Size: 18x23
Claim ID: 1291 	|| Coords.: 818,113 	|| Size: 26x28
Claim ID: 1292 	|| Coords.: 77,838 	|| Size: 15x24
Claim ID: 1293 	|| Coords.: 585,356 	|| Size: 23x19
Claim ID: 1294 	|| Coords.: 547,575 	|| Size: 17x14
Claim ID: 1295 	|| Coords.: 687,353 	|| Size: 13x16
Claim ID: 1296 	|| Coords.: 948,936 	|| Size: 25x24
Claim ID: 1297 	|| Coords.: 276,567 	|| Size: 10x10
Claim ID: 1298 	|| Coords.: 230,792 	|| Size: 27x27
Claim ID: 1299 	|| Coords.: 271,729 	|| Size: 27x23
Claim ID: 1300 	|| Coords.: 842,333 	|| Size: 16x10
Claim ID: 1301 	|| Coords.: 149,738 	|| Size: 18x12
Claim ID: 1302 	|| Coords.: 521,722 	|| Size: 11x21
Claim ID: 1303 	|| Coords.: 144,770 	|| Size: 13x29
Claim ID: 1304 	|| Coords.: 430,193 	|| Size: 17x19
Claim ID: 1305 	|| Coords.: 2,220 	|| Size: 19x24
Claim ID: 1306 	|| Coords.: 68,884 	|| Size: 21x25
Claim ID: 1307 	|| Coords.: 639,244 	|| Size: 23x26
Claim ID: 1308 	|| Coords.: 701,555 	|| Size: 18x21
Claim ID: 1309 	|| Coords.: 941,465 	|| Size: 21x18
Claim ID: 1310 	|| Coords.: 323,629 	|| Size: 10x26
Claim ID: 1311 	|| Coords.: 747,326 	|| Size: 12x24
Claim ID: 1312 	|| Coords.: 40,231 	|| Size: 15x10
Claim ID: 1313 	|| Coords.: 452,496 	|| Size: 13x29
Claim ID: 1314 	|| Coords.: 204,627 	|| Size: 13x18
Claim ID: 1315 	|| Coords.: 146,448 	|| Size: 22x22
Claim ID: 1316 	|| Coords.: 980,640 	|| Size: 12x16
Claim ID: 1317 	|| Coords.: 986,454 	|| Size: 11x17
Claim ID: 1318 	|| Coords.: 424,73 	|| Size: 23x28
Claim ID: 1319 	|| Coords.: 184,550 	|| Size: 19x18
Claim ID: 1320 	|| Coords.: 906,687 	|| Size: 27x19
Claim ID: 1321 	|| Coords.: 851,414 	|| Size: 26x19
Claim ID: 1322 	|| Coords.: 395,827 	|| Size: 18x19
Claim ID: 1323 	|| Coords.: 678,786 	|| Size: 17x17
Claim ID: 1324 	|| Coords.: 324,173 	|| Size: 26x29
Claim ID: 1325 	|| Coords.: 19,345 	|| Size: 20x18
Claim ID: 1326 	|| Coords.: 137,342 	|| Size: 20x28
Claim ID: 1327 	|| Coords.: 282,756 	|| Size: 11x11
Claim ID: 1328 	|| Coords.: 461,195 	|| Size: 17x29
Claim ID: 1329 	|| Coords.: 233,282 	|| Size: 27x13
Claim ID: 1330 	|| Coords.: 625,403 	|| Size: 10x22
Claim ID: 1331 	|| Coords.: 149,113 	|| Size: 21x14
Claim ID: 1332 	|| Coords.: 965,470 	|| Size: 25x15
Claim ID: 1333 	|| Coords.: 209,417 	|| Size: 27x26
Claim ID: 1334 	|| Coords.: 249,392 	|| Size: 27x17
Claim ID: 1335 	|| Coords.: 234,644 	|| Size: 26x22
Claim ID: 1336 	|| Coords.: 178,872 	|| Size: 12x26
Claim ID: 1337 	|| Coords.: 629,513 	|| Size: 22x24
Claim ID: 1338 	|| Coords.: 257,369 	|| Size: 19x16
Claim ID: 1339 	|| Coords.: 205,150 	|| Size: 17x13
Claim ID: 1340 	|| Coords.: 940,461 	|| Size: 16x25
Claim ID: 1341 	|| Coords.: 411,278 	|| Size: 19x29
Claim ID: 1342 	|| Coords.: 794,411 	|| Size: 17x12
Claim ID: 1343 	|| Coords.: 439,562 	|| Size: 13x15
Claim ID: 1344 	|| Coords.: 483,842 	|| Size: 11x12
Claim ID: 1345 	|| Coords.: 278,826 	|| Size: 14x12
Claim ID: 1346 	|| Coords.: 494,466 	|| Size: 20x18
Claim ID: 1347 	|| Coords.: 105,484 	|| Size: 26x19
Claim ID: 1348 	|| Coords.: 328,178 	|| Size: 11x23
Claim ID: 1349 	|| Coords.: 221,56 	|| Size: 11x16
Claim ID: 1350 	|| Coords.: 14,774 	|| Size: 13x27
Claim ID: 1351 	|| Coords.: 817,870 	|| Size: 18x21
Claim ID: 1352 	|| Coords.: 961,94 	|| Size: 22x13
Claim ID: 1353 	|| Coords.: 892,936 	|| Size: 15x3
Claim ID: 1354 	|| Coords.: 148,958 	|| Size: 26x11
Claim ID: 1355 	|| Coords.: 383,325 	|| Size: 23x19
Claim ID: 1356 	|| Coords.: 156,606 	|| Size: 10x28
Claim ID: 1357 	|| Coords.: 869,860 	|| Size: 25x17
Claim ID: 1358 	|| Coords.: 802,673 	|| Size: 27x10
Claim ID: 1359 	|| Coords.: 203,825 	|| Size: 28x11
Claim ID: 1360 	|| Coords.: 586,245 	|| Size: 11x25
Claim ID: 1361 	|| Coords.: 456,770 	|| Size: 27x17
Claim ID: 1362 	|| Coords.: 814,893 	|| Size: 26x11
Claim ID: 1363 	|| Coords.: 546,679 	|| Size: 26x16
Claim ID: 1364 	|| Coords.: 606,761 	|| Size: 11x23
Claim ID: 1365 	|| Coords.: 602,356 	|| Size: 11x20
Claim ID: 1366 	|| Coords.: 927,32 	|| Size: 26x18
Claim ID: 1367 	|| Coords.: 299,432 	|| Size: 12x29
Claim ID: 1368 	|| Coords.: 57,670 	|| Size: 15x25
Claim ID: 1369 	|| Coords.: 744,336 	|| Size: 14x23
Claim ID: 1370 	|| Coords.: 790,445 	|| Size: 11x23
Claim ID: 1371 	|| Coords.: 923,183 	|| Size: 20x16
Claim ID: 1372 	|| Coords.: 865,426 	|| Size: 27x15
Claim ID: 1373 	|| Coords.: 620,398 	|| Size: 22x14
Claim ID: 1374 	|| Coords.: 65,144 	|| Size: 24x26
Claim ID: 1375 	|| Coords.: 45,232 	|| Size: 24x18
Claim ID: 1376 	|| Coords.: 538,459 	|| Size: 23x11
Claim ID: 1377 	|| Coords.: 36,462 	|| Size: 22x12
Claim ID: 1378 	|| Coords.: 215,896 	|| Size: 23x26
Claim ID: 1379 	|| Coords.: 651,253 	|| Size: 17x28
Claim ID: 1380 	|| Coords.: 213,809 	|| Size: 14x20
Claim ID: 1381 	|| Coords.: 310,589 	|| Size: 15x24
Claim ID: 1382 	|| Coords.: 680,83 	|| Size: 14x28
Claim ID: 1383 	|| Coords.: 407,369 	|| Size: 14x17
Claim ID: 1384 	|| Coords.: 168,584 	|| Size: 17x12
Claim ID: 1385 	|| Coords.: 612,761 	|| Size: 21x19
Claim ID: 1386 	|| Coords.: 451,547 	|| Size: 25x15
Claim ID: 1387 	|| Coords.: 360,454 	|| Size: 28x15
Claim ID: 1388 	|| Coords.: 836,336 	|| Size: 11x13
Claim ID: 1389 	|| Coords.: 190,547 	|| Size: 19x16
Claim ID: 1390 	|| Coords.: 917,749 	|| Size: 21x17
Claim ID: 1391 	|| Coords.: 515,95 	|| Size: 12x25
Claim ID: 1392 	|| Coords.: 262,691 	|| Size: 10x21
Claim ID: 1393 	|| Coords.: 203,82 	|| Size: 12x22
Claim ID: 1394 	|| Coords.: 325,157 	|| Size: 11x18
Claim ID: 1395 	|| Coords.: 636,801 	|| Size: 19x24
Claim ID: 1396 	|| Coords.: 75,763 	|| Size: 20x22
Claim ID: 1397 	|| Coords.: 24,759 	|| Size: 21x25
Claim ID: 1398 	|| Coords.: 215,609 	|| Size: 24x11
Claim ID: 1399 	|| Coords.: 564,530 	|| Size: 21x13
Claim ID: 1400 	|| Coords.: 873,28 	|| Size: 11x27
Claim ID: 1401 	|| Coords.: 193,688 	|| Size: 16x13
Claim ID: 1402 	|| Coords.: 328,680 	|| Size: 23x27
Claim ID: 1403 	|| Coords.: 100,143 	|| Size: 10x12
Claim ID: 1404 	|| Coords.: 807,925 	|| Size: 22x17
Claim ID: 1405 	|| Coords.: 257,697 	|| Size: 27x22
Claim ID: 1406 	|| Coords.: 886,0 	|| Size: 29x26
Claim ID: 1407 	|| Coords.: 657,674 	|| Size: 29x12
Claim ID: 1408 	|| Coords.: 208,741 	|| Size: 14x17
Claim ID: 1409 	|| Coords.: 285,437 	|| Size: 10x26
Number of Squares that overlap: 161837
Counted overlap: 124850
